peer_name,lookup_time,message_size,peer_cycle_time
p04a,39063664.000000,267452.000000,174109773.000000
p04a,16942472.000000,267452.000000,184589428.000000
p04a,80037596.000000,267452.000000,128032614.000000
p04a,18051420.000000,267452.000000,177264164.000000
p04a,17204330.000000,267452.000000,176585039.000000
p04a,46507238.000000,267452.000000,162862287.000000
p04a,18856624.000000,267452.000000,168855382.000000
p04a,26977579.000000,267452.000000,164840981.000000
p04a,17085007.000000,267452.000000,182063713.000000
p04a,147742797.000000,267452.000000,76229911.000000
p02a,7638476.000000,267452.000000,136614611.000000
p02a,12300829.000000,267452.000000,142595274.000000
p02a,11214767.000000,267452.000000,134602010.000000
p02a,7357595.000000,267452.000000,146203782.000000
p02a,11641870.000000,267452.000000,142745485.000000
p02a,7610901.000000,267452.000000,150895809.000000
p02a,7321288.000000,267452.000000,150749191.000000
p02a,10719253.000000,267452.000000,154535859.000000
p02a,8747258.000000,267452.000000,132197553.000000
p02a,13555503.000000,267452.000000,160130493.000000
p06a,7041447.000000,267452.000000,147930377.000000
p06a,1532714.000000,267452.000000,141963327.000000
p06a,11301753.000000,267452.000000,122087578.000000
p06a,2462947.000000,267452.000000,148387636.000000
p06a,2002323.000000,267452.000000,148559398.000000
p06a,12653601.000000,267452.000000,136681197.000000
p06a,1571626.000000,267452.000000,158476972.000000
p06a,23014995.000000,267452.000000,132616439.000000
p06a,19013514.000000,267452.000000,145047496.000000
p06a,68918983.000000,267452.000000,86242114.000000
p08a,14586818.000000,267452.000000,131116561.000000
p08a,36546452.000000,267452.000000,76706825.000000
p08a,30234550.000000,267452.000000,102655950.000000
p08a,26827548.000000,267452.000000,68475742.000000
p08a,26698806.000000,267452.000000,68979517.000000
p08a,27491830.000000,267452.000000,77677051.000000
p08a,35095581.000000,267452.000000,79573391.000000
p08a,51660338.000000,267452.000000,83439395.000000
p08a,14514152.000000,267452.000000,66264179.000000
p08a,32872270.000000,267452.000000,85185269.000000
p03a,21813726.000000,267452.000000,213909763.000000
p03a,8617503.000000,267452.000000,203806723.000000
p03a,13446820.000000,267452.000000,217766755.000000
p03a,90270609.000000,267452.000000,185214321.000000
p03a,30304972.000000,267452.000000,216956916.000000
p03a,28417066.000000,267452.000000,216854502.000000
p03a,29706833.000000,267452.000000,231529317.000000
p03a,31804536.000000,267452.000000,237763042.000000
p03a,93986519.000000,267452.000000,189566060.000000
p10a,33172085.000000,267452.000000,94445306.000000
p10a,41403600.000000,267452.000000,93036536.000000
p10a,62637956.000000,267452.000000,101814668.000000
p10a,39299644.000000,267452.000000,75929013.000000
p10a,53755248.000000,267452.000000,86767423.000000
p03a,25911580.000000,267452.000000,220911663.000000
p10a,25565357.000000,267452.000000,89197084.000000
p10a,34781240.000000,267452.000000,95997023.000000
p10a,67439677.000000,267452.000000,97029618.000000
p10a,26714837.000000,267452.000000,97946497.000000
p10a,28299193.000000,267452.000000,104309731.000000
p05a,20954416.000000,267452.000000,75934903.000000
p05a,7138361.000000,267452.000000,72503744.000000
p05a,9592259.000000,267452.000000,72427187.000000
p05a,25284499.000000,267452.000000,73828761.000000
p05a,9291468.000000,267452.000000,75859445.000000
p05a,17824956.000000,267452.000000,67647136.000000
p05a,25209775.000000,267452.000000,75181805.000000
p05a,16832154.000000,267452.000000,74196746.000000
p05a,16652807.000000,267452.000000,55527604.000000
p05a,1179441.000000,267452.000000,74185962.000000
p07a,32050927.000000,267452.000000,81802381.000000
p07a,18858294.000000,267452.000000,73952475.000000
p07a,18014208.000000,267452.000000,90267997.000000
p07a,11107242.000000,267452.000000,94926242.000000
p07a,18560918.000000,267452.000000,92682801.000000
p07a,16712839.000000,267452.000000,72437285.000000
p07a,16582626.000000,267452.000000,95608389.000000
p07a,10602607.000000,267452.000000,76058245.000000
p07a,29449057.000000,267452.000000,75588837.000000
p07a,18104368.000000,267452.000000,95444814.000000
p01a,12036618.000000,267452.000000,87832402.000000
p01a,34340359.000000,267452.000000,83321628.000000
p01a,13210067.000000,267452.000000,82678566.000000
p01a,22117047.000000,267452.000000,93710894.000000
p01a,12105785.000000,267452.000000,93333154.000000
p01a,33680614.000000,267452.000000,72610967.000000
p01a,19933157.000000,267452.000000,68499229.000000
p01a,13442671.000000,267452.000000,88703890.000000
p01a,11720946.000000,267452.000000,93180039.000000
p01a,21625158.000000,267452.000000,77991598.000000
p09a,18671277.000000,267452.000000,57773767.000000
p09a,19757572.000000,267452.000000,89107949.000000
p09a,7712130.000000,267452.000000,85381289.000000
p09a,11878828.000000,267452.000000,91557152.000000
p09a,22135203.000000,267452.000000,92370298.000000
p09a,19292180.000000,267452.000000,71131591.000000
p09a,14753272.000000,267452.000000,75444736.000000
p09a,15387958.000000,267452.000000,89877737.000000
p09a,20092676.000000,267452.000000,86427984.000000
p09a,17223475.000000,267452.000000,77354738.000000
