peer_name,lookup_time,message_size,peer_cycle_time
p10a,87650897.000000,44311206.000000,2871572249.000000
p10a,22814834.000000,44311206.000000,3012713738.000000
p10a,130041566.000000,44311206.000000,2531634608.000000
p10a,23900689.000000,44311206.000000,2820078631.000000
p10a,19351459.000000,44311206.000000,3702907314.000000
p10a,23831656.000000,44311206.000000,3875781530.000000
p10a,96516627.000000,44311206.000000,3909208408.000000
p10a,28572312.000000,44311206.000000,4091740825.000000
p10a,15159733.000000,44311206.000000,3677774621.000000
p10a,12462808.000000,44311206.000000,3935192915.000000
p09a,9906670.000000,44311206.000000,6926687805.000000
p09a,33502793.000000,44311206.000000,7711445016.000000
p03a,230775293.000000,44311206.000000,6840780620.000000
p09a,40252389.000000,44311206.000000,9608188879.000000
p09a,53818227.000000,44311206.000000,7824691680.000000
p04a,25561495.000000,44311206.000000,7789103860.000000
p04a,26490628.000000,44311206.000000,7084318110.000000
p04a,17939968.000000,44311206.000000,7107654065.000000
p04a,20276082.000000,44311206.000000,8715931641.000000
p04a,32511703.000000,44311206.000000,10146836047.000000
p09a,39553892.000000,44311206.000000,11636343552.000000
p03a,231608098.000000,44311206.000000,7844803684.000000
p03a,104411679.000000,44311206.000000,19384055931.000000
p03a,12705484.000000,44311206.000000,19985225669.000000
p03a,223471779.000000,44311206.000000,20148587926.000000
p09a,36933472.000000,44311206.000000,22223309853.000000
p09a,11238813.000000,44311206.000000,24034864518.000000
p08a,1172089938.000000,44311206.000000,21936852446.000000
p08a,178389802.000000,44311206.000000,21757169442.000000
p08a,115016400.000000,44311206.000000,21949697682.000000
p04a,25590833.000000,44311206.000000,22698657406.000000
p07a,38849572.000000,44311206.000000,22845532699.000000
p07a,10444651.000000,44311206.000000,23195021194.000000
p07a,12902085.000000,44311206.000000,24454134776.000000
p04a,28918635.000000,44311206.000000,22278374777.000000
p04a,201020334.000000,44311206.000000,23293536641.000000
p07a,70093485.000000,44311206.000000,25281804557.000000
p02a,637095189.000000,44311206.000000,23488211342.000000
p02a,51756063.000000,44311206.000000,23375128038.000000
p02a,693155950.000000,44311206.000000,22675606184.000000
p05a,597522595.000000,44311206.000000,24634206907.000000
p05a,37872828.000000,44311206.000000,22987519547.000000
p05a,47846956.000000,44311206.000000,23928728662.000000
p02a,18138981.000000,44311206.000000,22099592712.000000
p06a,61676460.000000,44311206.000000,23904392389.000000
p06a,514392636.000000,44311206.000000,23965066635.000000
p06a,478313198.000000,44311206.000000,22568865720.000000
p01a,14813096.000000,44311206.000000,25375346955.000000
p01a,16931305.000000,44311206.000000,25814924838.000000
p01a,717142015.000000,44311206.000000,26127088291.000000
p01a,101292678.000000,44311206.000000,25428767642.000000
p01a,787449061.000000,44311206.000000,24899900692.000000
p02a,49471876.000000,44311206.000000,24742957773.000000
p01a,15902249.000000,44311206.000000,26992681256.000000
p03a,101279592.000000,44311206.000000,28303976623.000000
p09a,184612406.000000,44311206.000000,30411528857.000000
p09a,39555591.000000,44311206.000000,29887446473.000000
p04a,22098623.000000,44311206.000000,31550840356.000000
p03a,66764256.000000,44311206.000000,30302269497.000000
p09a,210960230.000000,44311206.000000,30093041015.000000
p04a,731563460.000000,44311206.000000,29325046617.000000
p01a,23486419.000000,44311206.000000,28739075621.000000
p05a,66948629.000000,44311206.000000,26543559239.000000
p06a,47458840.000000,44311206.000000,26949649743.000000
p02a,59755855.000000,44311206.000000,26954233839.000000
p07a,69832314.000000,44311206.000000,29047446480.000000
p06a,188237449.000000,44311206.000000,34035729444.000000
p01a,105107140.000000,44311206.000000,35446621590.000000
p02a,59953196.000000,44311206.000000,35669994337.000000
p07a,70652536.000000,44311206.000000,35113824674.000000
p05a,57833932.000000,44311206.000000,33191000091.000000
p03a,105442645.000000,44311206.000000,37222493792.000000
p08a,196303833.000000,44311206.000000,33849856875.000000
p08a,546780189.000000,44311206.000000,34513700043.000000
p06a,182807918.000000,44311206.000000,34186177288.000000
p05a,71374168.000000,44311206.000000,33964466490.000000
p07a,17136884.000000,44311206.000000,37231586331.000000
p07a,14655658.000000,44311206.000000,38313661352.000000
p08a,233004482.000000,44311206.000000,38731123630.000000
p06a,176740803.000000,44311206.000000,38270917676.000000
p05a,595935712.000000,44311206.000000,37953976392.000000
p03a,68491907.000000,44311206.000000,44673290466.000000
p02a,13387604.000000,44311206.000000,41526921326.000000
p01a,13581415.000000,44311206.000000,43996129853.000000
p05a,69843475.000000,44311206.000000,40963961664.000000
p07a,15099229.000000,44311206.000000,43379878413.000000
p08a,1389796746.000000,44311206.000000,42716464562.000000
p05a,1326940788.000000,44311206.000000,42489322725.000000
p01a,97247702.000000,44311206.000000,45408563487.000000
p02a,43916536.000000,44311206.000000,42241194105.000000
p08a,219413872.000000,44311206.000000,41505408924.000000
p06a,61776645.000000,44311206.000000,41987186362.000000
p07a,46793099.000000,44311206.000000,42448155354.000000
p03a,65725658.000000,44311206.000000,44098893776.000000
p08a,150593771.000000,44311206.000000,41051717964.000000
p06a,457848939.000000,44311206.000000,41870399282.000000
p06a,47247203.000000,44311206.000000,43124638789.000000
p02a,627898156.000000,44311206.000000,43011560516.000000
p08a,182151901.000000,44311206.000000,42339880029.000000
p05a,74265937.000000,44311206.000000,42662213767.000000
