peer_name,lookup_time,message_size,peer_cycle_time
p09a,30194586.000000,30101.000000,23907626.000000
p09a,11764373.000000,30101.000000,44830678.000000
p09a,16056773.000000,30101.000000,45629571.000000
p09a,4117978.000000,30101.000000,66644967.000000
p09a,13882233.000000,30101.000000,68427064.000000
p09a,21458582.000000,30101.000000,38655680.000000
p09a,32851632.000000,30101.000000,21541674.000000
p09a,29102704.000000,30101.000000,27005796.000000
p09a,40662989.000000,30101.000000,21017944.000000
p09a,2617727.000000,30101.000000,69771650.000000
p02a,10011905.000000,30101.000000,52910346.000000
p02a,9728849.000000,30101.000000,54606157.000000
p02a,24258580.000000,30101.000000,38752414.000000
p02a,12889294.000000,30101.000000,56175722.000000
p02a,11426214.000000,30101.000000,60573202.000000
p02a,19122214.000000,30101.000000,42689624.000000
p02a,16009526.000000,30101.000000,55551308.000000
p02a,9209469.000000,30101.000000,53030989.000000
p02a,12105684.000000,30101.000000,34108210.000000
p02a,11677023.000000,30101.000000,54455047.000000
p05a,14891185.000000,30101.000000,35887454.000000
p05a,11379430.000000,30101.000000,65300425.000000
p05a,17915679.000000,30101.000000,45960564.000000
p05a,9870100.000000,30101.000000,63621876.000000
p05a,12030955.000000,30101.000000,61479984.000000
p05a,18080873.000000,30101.000000,46895061.000000
p05a,8394773.000000,30101.000000,56986249.000000
p05a,17409344.000000,30101.000000,47434696.000000
p05a,6380545.000000,30101.000000,75946958.000000
p05a,5116906.000000,30101.000000,58537885.000000
p03a,1523770.000000,30101.000000,78162862.000000
p03a,13949421.000000,30101.000000,108207104.000000
p03a,11113277.000000,30101.000000,106739418.000000
p03a,11658952.000000,30101.000000,66827759.000000
p03a,1327646.000000,30101.000000,111169508.000000
p03a,19455193.000000,30101.000000,75977217.000000
p03a,13445382.000000,30101.000000,97304983.000000
p03a,19634736.000000,30101.000000,55049621.000000
p03a,13831087.000000,30101.000000,116846975.000000
p03a,17300620.000000,30101.000000,121217537.000000
p01a,1673762.000000,30101.000000,71678866.000000
p01a,11431734.000000,30101.000000,71812726.000000
p01a,1665293.000000,30101.000000,56467602.000000
p01a,3869915.000000,30101.000000,75581329.000000
p01a,3828916.000000,30101.000000,72628871.000000
p01a,2310021.000000,30101.000000,77059518.000000
p01a,2090488.000000,30101.000000,58097630.000000
p01a,2673507.000000,30101.000000,80353536.000000
p01a,6693350.000000,30101.000000,60575149.000000
p01a,32097608.000000,30101.000000,10138864.000000
p06a,16440445.000000,30101.000000,9441246.000000
p06a,12402714.000000,30101.000000,22078688.000000
p06a,3706291.000000,30101.000000,40987732.000000
p06a,15288562.000000,30101.000000,22655809.000000
p06a,7524458.000000,30101.000000,43168417.000000
p06a,1892977.000000,30101.000000,24355996.000000
p06a,1711042.000000,30101.000000,39469388.000000
p06a,4625481.000000,30101.000000,42803867.000000
p06a,6487472.000000,30101.000000,40856402.000000
p06a,3884729.000000,30101.000000,39111991.000000
p10a,6177157.000000,30101.000000,24753434.000000
p10a,5082010.000000,30101.000000,40440197.000000
p10a,5200234.000000,30101.000000,25558016.000000
p10a,9473412.000000,30101.000000,34581954.000000
p10a,2056123.000000,30101.000000,43608275.000000
p10a,10216058.000000,30101.000000,37884988.000000
p10a,2362505.000000,30101.000000,52823691.000000
p10a,9923904.000000,30101.000000,42802928.000000
p10a,1568525.000000,30101.000000,52978269.000000
p10a,2823777.000000,30101.000000,48400984.000000
p04a,13603496.000000,30101.000000,20065801.000000
p04a,22216823.000000,30101.000000,33435137.000000
p04a,9152087.000000,30101.000000,17613692.000000
p04a,16863061.000000,30101.000000,37768253.000000
p04a,20048117.000000,30101.000000,14146106.000000
p04a,24111369.000000,30101.000000,30211336.000000
p04a,13651194.000000,30101.000000,19464237.000000
p04a,20246095.000000,30101.000000,41489671.000000
p04a,23469756.000000,30101.000000,20313153.000000
p04a,7951077.000000,30101.000000,22209579.000000
p08a,38573115.000000,30101.000000,17768482.000000
p08a,16757175.000000,30101.000000,29242947.000000
p08a,24975436.000000,30101.000000,30662611.000000
p08a,27384516.000000,30101.000000,23278473.000000
p08a,15825110.000000,30101.000000,30783906.000000
p08a,29888446.000000,30101.000000,25416750.000000
p08a,16757656.000000,30101.000000,25440628.000000
p08a,30101922.000000,30101.000000,25698812.000000
p08a,37720041.000000,30101.000000,19476263.000000
p08a,17847238.000000,30101.000000,25229337.000000
p07a,5816971.000000,30101.000000,30678072.000000
p07a,5195215.000000,30101.000000,14990670.000000
p07a,11642804.000000,30101.000000,22553050.000000
p07a,20899684.000000,30101.000000,22169774.000000
p07a,8075115.000000,30101.000000,12932829.000000
p07a,14487008.000000,30101.000000,20494873.000000
p07a,13765001.000000,30101.000000,22242246.000000
p07a,12969496.000000,30101.000000,28268329.000000
p07a,9209829.000000,30101.000000,31344700.000000
p07a,14400576.000000,30101.000000,27179804.000000
