peer_name,lookup_time,message_size,peer_cycle_time
p10a,25564374.000000,7525.000000,42445543.000000
p10a,54054217.000000,7525.000000,29804936.000000
p10a,25520581.000000,7525.000000,53126409.000000
p10a,20538203.000000,7525.000000,44381759.000000
p10a,20800169.000000,7525.000000,53539533.000000
p10a,25150500.000000,7525.000000,42152565.000000
p10a,34937375.000000,7525.000000,44234810.000000
p10a,54757378.000000,7525.000000,20696061.000000
p10a,35196333.000000,7525.000000,35144186.000000
p10a,40202002.000000,7525.000000,45065723.000000
p03a,23238140.000000,7525.000000,21344322.000000
p03a,28019204.000000,7525.000000,21389103.000000
p03a,24428544.000000,7525.000000,24386514.000000
p03a,27551853.000000,7525.000000,17921727.000000
p03a,25164920.000000,7525.000000,16478587.000000
p03a,26205843.000000,7525.000000,21939437.000000
p03a,29172793.000000,7525.000000,25303875.000000
p03a,26844141.000000,7525.000000,25166750.000000
p03a,31173034.000000,7525.000000,10452703.000000
p03a,26901552.000000,7525.000000,24061192.000000
p09a,8612372.000000,7525.000000,29595745.000000
p09a,13142817.000000,7525.000000,7033461.000000
p09a,9660741.000000,7525.000000,9144862.000000
p09a,8965134.000000,7525.000000,14146432.000000
p09a,3000446.000000,7525.000000,16302158.000000
p09a,2513310.000000,7525.000000,14944406.000000
p09a,9928244.000000,7525.000000,30705658.000000
p09a,11684922.000000,7525.000000,30590407.000000
p09a,9461949.000000,7525.000000,13936449.000000
p09a,8263588.000000,7525.000000,30312850.000000
p01a,15773828.000000,7525.000000,32949917.000000
p01a,29572337.000000,7525.000000,12069647.000000
p01a,21381777.000000,7525.000000,27533026.000000
p01a,19808962.000000,7525.000000,31353826.000000
p01a,16032502.000000,7525.000000,34140046.000000
p01a,15755918.000000,7525.000000,36615176.000000
p01a,21036547.000000,7525.000000,33426827.000000
p01a,29984001.000000,7525.000000,17239388.000000
p01a,17419697.000000,7525.000000,36597360.000000
p01a,23669564.000000,7525.000000,36523451.000000
p08a,2005253.000000,7525.000000,36591910.000000
p08a,1190910.000000,7525.000000,21736995.000000
p08a,5269171.000000,7525.000000,36262715.000000
p08a,4899073.000000,7525.000000,30999501.000000
p08a,2180709.000000,7525.000000,38119862.000000
p08a,3834191.000000,7525.000000,25660129.000000
p08a,1113767.000000,7525.000000,30831165.000000
p08a,8864149.000000,7525.000000,40704532.000000
p08a,4145093.000000,7525.000000,31522335.000000
p08a,5908126.000000,7525.000000,23228718.000000
p04a,30090902.000000,7525.000000,20466993.000000
p04a,16179825.000000,7525.000000,32795486.000000
p04a,14978873.000000,7525.000000,31513946.000000
p04a,26027535.000000,7525.000000,23779010.000000
p04a,4486453.000000,7525.000000,32794000.000000
p04a,15464117.000000,7525.000000,30490234.000000
p04a,14228846.000000,7525.000000,26288166.000000
p04a,16171373.000000,7525.000000,26203877.000000
p04a,16382648.000000,7525.000000,35754446.000000
p04a,17182283.000000,7525.000000,37192865.000000
p05a,20526219.000000,7525.000000,36008106.000000
p05a,19053869.000000,7525.000000,38411949.000000
p05a,11734749.000000,7525.000000,38080806.000000
p05a,20708330.000000,7525.000000,24817092.000000
p05a,11678608.000000,7525.000000,25933699.000000
p05a,13681989.000000,7525.000000,40627709.000000
p05a,23753051.000000,7525.000000,38434420.000000
p05a,11740997.000000,7525.000000,37720727.000000
p05a,18429681.000000,7525.000000,41469152.000000
p05a,11021292.000000,7525.000000,46389112.000000
p06a,19728744.000000,7525.000000,31613039.000000
p06a,11697813.000000,7525.000000,36111001.000000
p06a,11909543.000000,7525.000000,36600871.000000
p06a,10666934.000000,7525.000000,37139138.000000
p06a,18685294.000000,7525.000000,32616459.000000
p06a,12718017.000000,7525.000000,39112246.000000
p06a,14219662.000000,7525.000000,27805555.000000
p06a,15491920.000000,7525.000000,40996583.000000
p06a,14285872.000000,7525.000000,36900408.000000
p06a,13335433.000000,7525.000000,34405168.000000
p02a,18984689.000000,7525.000000,20599578.000000
p02a,18412981.000000,7525.000000,23864337.000000
p02a,18950448.000000,7525.000000,22365831.000000
p02a,13310309.000000,7525.000000,25513236.000000
p02a,13598057.000000,7525.000000,29211682.000000
p02a,18384527.000000,7525.000000,23639119.000000
p02a,17401921.000000,7525.000000,22651303.000000
p02a,18361906.000000,7525.000000,25383013.000000
p02a,13169997.000000,7525.000000,28945033.000000
p02a,17972806.000000,7525.000000,26393161.000000
p07a,24775361.000000,7525.000000,24869156.000000
p07a,25700165.000000,7525.000000,29187913.000000
p07a,28778798.000000,7525.000000,28063925.000000
p07a,17680595.000000,7525.000000,30126394.000000
p07a,23663398.000000,7525.000000,24922492.000000
p07a,24242160.000000,7525.000000,30000341.000000
p07a,20151163.000000,7525.000000,36174294.000000
p07a,24915381.000000,7525.000000,31642261.000000
p07a,25323817.000000,7525.000000,35193289.000000
p07a,18687165.000000,7525.000000,36637022.000000
