peer_name,lookup_time,message_size,peer_cycle_time
p10a,57877397.000000,932508.000000,409398330.000000
p10a,31728148.000000,932508.000000,415530748.000000
p10a,35664753.000000,932508.000000,279409223.000000
p10a,93299235.000000,932508.000000,375574834.000000
p04a,18914244.000000,932508.000000,398948325.000000
p10a,61872556.000000,932508.000000,442821583.000000
p04a,20010873.000000,932508.000000,505325357.000000
p10a,136862439.000000,932508.000000,308309451.000000
p10a,34288282.000000,932508.000000,390218440.000000
p10a,38181634.000000,932508.000000,264198377.000000
p04a,14516639.000000,932508.000000,542656894.000000
p04a,32871010.000000,932508.000000,536821008.000000
p04a,31568093.000000,932508.000000,536690835.000000
p04a,15046824.000000,932508.000000,525894302.000000
p04a,13934530.000000,932508.000000,499307168.000000
p10a,59084443.000000,932508.000000,408281963.000000
p04a,18698644.000000,932508.000000,529015683.000000
p04a,17913192.000000,932508.000000,503264950.000000
p04a,18653217.000000,932508.000000,551703819.000000
p10a,32216363.000000,932508.000000,180135510.000000
p03a,36707337.000000,932508.000000,205032225.000000
p03a,226982325.000000,932508.000000,23821303.000000
p03a,236324085.000000,932508.000000,30601144.000000
p03a,256208656.000000,932508.000000,22628195.000000
p03a,217224546.000000,932508.000000,74095747.000000
p02a,83350335.000000,932508.000000,417449069.000000
p03a,25854759.000000,932508.000000,185605983.000000
p02a,175211441.000000,932508.000000,336703146.000000
p02a,65961498.000000,932508.000000,332393797.000000
p02a,190514174.000000,932508.000000,359276079.000000
p02a,56367432.000000,932508.000000,376222793.000000
p02a,68210108.000000,932508.000000,360647766.000000
p02a,67407092.000000,932508.000000,326263490.000000
p02a,56799541.000000,932508.000000,373847552.000000
p02a,211846290.000000,932508.000000,396965920.000000
p02a,66104505.000000,932508.000000,301358142.000000
p03a,256763535.000000,932508.000000,70682539.000000
p03a,253565524.000000,932508.000000,48968049.000000
p03a,252382835.000000,932508.000000,53499216.000000
p03a,260786885.000000,932508.000000,75450900.000000
p09a,33154083.000000,932508.000000,68626507.000000
p09a,19505955.000000,932508.000000,182643512.000000
p09a,9108001.000000,932508.000000,132067118.000000
p09a,7928609.000000,932508.000000,185739158.000000
p09a,9170443.000000,932508.000000,186483153.000000
p09a,2831506.000000,932508.000000,26200905.000000
p09a,6522000.000000,932508.000000,186714735.000000
p09a,8586284.000000,932508.000000,180358969.000000
p09a,29453928.000000,932508.000000,32714824.000000
p09a,15450507.000000,932508.000000,93715283.000000
p01a,18407337.000000,932508.000000,62404720.000000
p01a,11051467.000000,932508.000000,107741711.000000
p01a,12415012.000000,932508.000000,108111667.000000
p01a,9802574.000000,932508.000000,102319715.000000
p01a,15486163.000000,932508.000000,75356486.000000
p01a,11702124.000000,932508.000000,69231813.000000
p01a,78347814.000000,932508.000000,75208921.000000
p01a,10837275.000000,932508.000000,95151765.000000
p01a,8275371.000000,932508.000000,87729437.000000
p01a,19199101.000000,932508.000000,114615343.000000
p06a,19735743.000000,932508.000000,277501969.000000
p06a,21319370.000000,932508.000000,267286772.000000
p06a,16415109.000000,932508.000000,290876277.000000
p06a,37907979.000000,932508.000000,273552424.000000
p06a,35192498.000000,932508.000000,240440142.000000
p06a,23551510.000000,932508.000000,245137127.000000
p06a,15459628.000000,932508.000000,312676538.000000
p06a,14963888.000000,932508.000000,293502246.000000
p06a,14294468.000000,932508.000000,297596276.000000
p06a,14004853.000000,932508.000000,316515911.000000
p05a,38868662.000000,932508.000000,249193898.000000
p05a,9439720.000000,932508.000000,258046842.000000
p05a,34950717.000000,932508.000000,224128473.000000
p05a,28648178.000000,932508.000000,213157175.000000
p05a,14082487.000000,932508.000000,267349168.000000
p05a,12951674.000000,932508.000000,270803202.000000
p05a,11168818.000000,932508.000000,248926221.000000
p05a,9343657.000000,932508.000000,212686435.000000
p05a,42368599.000000,932508.000000,222764319.000000
p05a,35195203.000000,932508.000000,228225612.000000
p08a,31410179.000000,932508.000000,178725793.000000
p08a,27307761.000000,932508.000000,223834119.000000
p07a,64582549.000000,932508.000000,170834326.000000
p08a,31501131.000000,932508.000000,159579565.000000
p07a,8906885.000000,932508.000000,167982030.000000
p07a,16300597.000000,932508.000000,196698286.000000
p07a,43800393.000000,932508.000000,212020115.000000
p07a,16870436.000000,932508.000000,134942418.000000
p07a,68229883.000000,932508.000000,161192202.000000
p08a,35116004.000000,932508.000000,184405153.000000
p08a,15716300.000000,932508.000000,224216358.000000
p08a,17110200.000000,932508.000000,182364999.000000
p07a,11326107.000000,932508.000000,167758652.000000
p07a,9296876.000000,932508.000000,139572339.000000
p08a,30511724.000000,932508.000000,230954833.000000
p07a,16008701.000000,932508.000000,202722432.000000
p07a,9334337.000000,932508.000000,138241003.000000
p08a,16476392.000000,932508.000000,189106526.000000
p08a,28463812.000000,932508.000000,114380504.000000
p08a,11338464.000000,932508.000000,168026204.000000
